Title	Link	Abstract	Author Keywords	Index Keywords
fog-based attack detection framework for internet of things using deep learning	 	the number of cyber-attacks and data breaches has immensely increased across different enterprises, companies, and industries as a result of the exploitation of the weaknesses in securing internet of things (iot) devices. the increasing number of various devices connected to iot and their different protocols has led to growing volume of zero-day attacks. deep learning (dl) has demonstrated its superiority in big data fields and cyber-security. recently, dl has been used in cyber-attacks detection because of its capability of extracting and learning deep features of known attacks and detecting unknown attacks without the need for manual feature engineering. however, dl cannot be implemented on iot devices with limited resources because it requires extensive computation, strong power and storage capabilities. this paper presents a comprehensive attack detection framework of a distributed, robust, and high detection rate to detect several iot cyber-attacks using dl. the proposed framework implements an attack detector on fog nodes because of its distributed nature, high computational capacity and proximity to edge devices. six dl models are compared to identify the dl model with the best performance. all dl models are evaluated using five different datasets, each of which involves various attacks. experiments show that the long short-term memory model outperforms the five other dl models. the proposed framework is effective in terms of response time and detection accuracy and can detect several types of cyber-attacks with 99.97 & x0025; detection rate and 99.96 & x0025; detection accuracy in binary classification and 99.65 & x0025; detection accuracy in multi-class classification.	computational modeling; feature extraction; edge computing; image edge detection; security; internet of things; machine learning; attack detection; cybersecurity; deep learning; fog computing; long short term memory; internet of things	intrusion detection; security
anomaly behavior analysis for fog nodes availability assurance in iot applications	 	the internet of things (iot) is the new trend to make devices interact among themselves. the iot will connect not only computers and mobile devices, but also wearable devices, smart buildings, smart cities, electrical grids, and automobiles just to name few. iot will lead to the development of a wide range of advanced information services that need to be processed in real-time and require large storage and computational power than can be provided by cloud and fog computing. the integration of iot with cloud and fog computing make iot capable of processing large-scale geo-distributed information. in any iot application, communications are critical to deliver the required information to the end user, device or application, for instance to take actions during crisis events. however, iot communication elements such as gateways or fog nodes, will introduce major security challenges as they contribute to increase the attack surface, preventing the iot to deliver accurate information. in this paper, we propose a methodology to develop an intrusion detection system (ids) based on anomaly behavior analysis (aba) to detect when a fog node has been compromised. the preliminary experimental results show that our proposed approach accurately detects known and unknown anomalies due to misuses or cyber-attacks, with high detection rate and low false alarms.	internet of things; cloud computing; fog computing; anomaly behavior analysis; intrusion detection system	things; internet; framework; resilient; security
situation aware intrusion detection system design for industrial iot gateways	 	in today's iiot world, most of the iot platform providers like microsoft, amazon and google are focused towards connecting devices and extract data from the devices and send the data to the cloud for analytics. only there are few companies concentrating on security measures implemented on edge node. gartner estimates that by 2020, more than 25 percent of all enterprise attackers will make use of the industrial iot. as cyber security threat is getting more important, it is essential to ensure protection of data both at rest and at motion. the reflex of cyber security in the industrial iot domain is much more severe when compared to the consumer iot segment. the new bottleneck in this are security services which employ computationally intensive software operations and system services [1]. resilient services consume considerable resources in a design. when such measures are added to thwart security attacks, the resource requirements grow even more demanding. since the standard iiot gateways and other sub devices are resource constrained in nature the conventional design for security services will not be applicable in this case. this paper proposes an intelligent architectural paradigm for the constrained iiot gateways that can efficiently identify the cyber-attacks in the industrial iot domain.	internet of things; industrial iot gateway; cloud computing; iot security	
pidiot: probabilistic intrusion detection for the internet-of-things	 	the internet-of-things promises sweeping change through increased connectivity and ubiquitous integration of technology into our lives. however, as we create economies of scale for data aggregation and processing, we also create attractive targets for various adversaries. in this work we design a lightweight, probabilistic intrusion detection system, or pidiot. we design pidiot to use operational measurements from iot devices, with lightweight hash functions and bloom filters to perform fuzzy anomaly detection. we experiment with iot devices operating in an isolated environment, and we show that we can detect over 90% of simulated attacks. while we do not propose pidiot as a comprehensive solution for iot defense, we make a case for its use as part of a layered defense strategy.	internet of things; intrusion detection; edge computing	
from back-of-the-envelope to informed estimation of edge computing benefits in minutes using castnet	 	multi-access edge computing (mec) is emerging as the next evolution in computing infrastructure. however, broad adoption of edge computing solutions is still lagging behind. we posit that a significant factor contributing to this trend is related to the challenges in evaluating the trade-offs offered by edge computing and answering a simple question: will the edge investments be offset with commensurate gains in performance metrics such as improved application responsiveness or lower backhaul bandwidth costs? existing simulation tools, developed for cloud computing and networking research, require a large amount of effort to be applied to the edge computing space. their native abstractions and interfaces pose limitations in how such frameworks can be extended to allow for characterization and analysis of diverse edge computing use cases. moreover, as we demonstrate, they can be slow, taking days, to provide insights. to address this gap, we develop castnet - a fast, extensible, and easy-to-use framework for evaluating the benefits of mec for different edge deployment models, configuration and functions. we demonstrate that castnet leads to significant gains in the time-to-insight, while achieving the same fidelity in the results as existing tools. we illustrate the utility of castnet using two scenarios: investigation of the impact of edge storage capacity for edge-based content caches, and the impact of edge location for an edge-based intrusion detection service.	edge computing; edge cloud; edge simulators	
intrusion detection classification model on an improved k-dependence bayesian network	 	edge computing extends traditional cloud services to the edge of the network, and the highly dynamic and heterogeneous environment at the edge of the network makes the network security situation facing severe challenges. therefore, it is of great theoretical and practical significance to study and build a high-precision intrusion detection classification model (idcm) for network security in the emerging edge computing mode. this paper studies an improved k-dependency bayesian network (kdbn) structural model that can accurately describe the dependence relationships among system variables and reduce the complexity of the bayesian network structure by reducing the directed edges of weak dependence. on this basis, this paper constructs an idcm based on improved kdbn by introducing the maximum a posterior criterion and a virtual augmentation method for samples of small category. the experiments use the kddcup99 (10%) intrusion detection data set for verification, which show that the idcm based on improved kdbn has high efficiency, high detection accuracy and high stability, which optimally addresses the issues discussed in many references, such as low detection accuracy and poor stability, for small categories (u2r and r2l) in the kddcup99 (10%) intrusion detection data set.	idcm; kdbn; network security; virtual augmentation method	
trustworthy computing in the dynamic iot cloud	 	in this paper, we consider the issues of trustworthy computing for the dynamic iot cloud. first, we introduce the vertical and horizontal computing structures in the extended iot cloud where iot devices, edge, fog, and cloud are integrated in a layered infrastructure. then, we consider the issues and design a framework and accompanying mechanisms for performing trustworthy computing making use of the vertical iot cloud structure to secure the iot cloud in vertical and horizontal computation structures. specifically, we discuss a general trustworthy computing pattern in the iot cloud and use intrusion detection as an example to illustrate the idea, develop an advanced access control and policy definition model for highly dynamic iot networks, and introduce an integrated data provenance and information control mechanism to assure the data integrity and secure the information flow for various computation patterns in the iot cloud.	iot cloud infrastructure; edge computing; fog computing; role based access control; attribute based access control; resource hierarchy; relative role model; data provenance; information flow control	access-control
a framework for improving network resilience using sdn and fog nodes	 	the iot (internet of things) is one of the primary reasons for the massive growth in the number of connected devices to the internet, thus leading to an increased volume of traffic in the core network. fog and edge computing are becoming a solution to handle iot traffic by moving time-sensitive processing to the edge of the network, while using the conventional cloud for historical analysis and long-term storage. providing processing, storage, and network communication at the edge network are the aim of fog computing to reduce delay, network traffic, and decentralise computing. in this paper, we define a framework that realises fog computing that can be extended to install any service of choice. our framework utilises fog nodes as an extension of the traditional switch to include processing, networking, and storage. the fog nodes act as local decision-making elements that interface with software-defined networking (sdn), to be able to push updates throughout the network. to test our framework, we develop an ip spoofing security application and ensure its correctness through multiple experiments.	resilience; survivability; future internet; iot; sdn; openflow; cloud and fog computing; openfog; network security; ip spoofing; intrusion detection; mininet network simulator	
optimization scheme for intrusion detection scheme gbdt in edge computing center	 	combination of edge computing technologies and machine learning help to put edge intelligence into practice. industrial internet of things (iiot) is one of its most typical applications. but this system can be easily attacked in the process of using edge computing center to process localized perception data. intrusion detection technologies based on machine learning provide strong security for edge computing center, in which the most widely used is gradient boosting decision tree (i.e., gbdt). but still this model faces with problems such as imbalanced data, high dimensional data characteristics, and low efficiency of parameter optimization. to solve these problems, this paper proposes an optimization scheme for gbdt to improve its detection precision and training efficiency. first, to solve the problem of imbalanced data in data set, we propose a margin synthetic minority oversampling technique (i.e., msmote), which can expand the non-noise data with less sample size, namely, small sample, to ensure equilibrium distribution of data. second, to lower the data feature dimensionality, we propose a recursive feature elimination-hierarchy cross validation algorithm (i.e., rfe-hcv). the new algorithm eliminates redundant data features recursively according to feature weight, to strengthen the relationship between features and goals. it also designs hierarchy system to ensure equal proportionment of data category (attack category) in training set and testing set at cross validation stage. next, in order to improve the efficiency of parameter optimization in model training process, we develop a flexible grid search algorithm (i.e., fgs) to improve retrieval efficiency of optimum parameters. finally, the detailed experimental results show that our new scheme ensures data balance in dataset and eliminates redundant data features, and helps the efficiency of parameter optimization increase by three times. moreover, the new scheme defends against intrusion more effectively. © 2020 elsevier b.v.	ensemble learning; gradient boosting decision tree; intrusion detection; machine learning	adaptive boosting; clustering algorithms; decision trees; edge computing; efficiency; industrial internet of things (iiot); machine learning; cross validation algorithms; equilibrium distributions; high dimensional data; intrusion detection scheme; intrusion detection technologies; parameter optimization; recursive feature elimination; synthetic minority over-sampling techniques; intrusion detection
ad hoc vehicular fog enabling cooperative low-latency intrusion detection	 	internet of vehicles and vehicular networks have been compelling targets for malicious security attacks where several intrusion detection solutions have been proposed for protecting them. nonetheless, their main problem lies in their heavy computation, which makes them unsuitable for next-generation artificial intelligence-powered self-driving vehicles whose computational power needs to be primarily reserved for real-time driving decisions. to address this challenge, several approaches have been lately presented to take advantage of the cloud computing for offloading intrusion detection tasks to central cloud servers, thus reducing storage and processing costs on vehicles. however, centralized cloud computing entails high latency on intrusion detection related data transmission and plays against its adoption in delay-critical intelligent applications. in this context, this article proposes a vehicular-edge computing (vec) fog-enabled scheme allowing offloading intrusion detection tasks to federated vehicle nodes located within nearby formed ad hoc vehicular fog to be cooperatively executed with minimal latency. the problem has been formulated as a multiobjective optimization model and solved using a genetic algorithm maximizing offloading survivability in the presence of high mobility and minimizing computation execution time and energy consumption. experiments performed on resource-constrained devices within actual ad hoc fog environment illustrate that our solution significantly reduces the execution time of the detection process while maximizing the offloading survivability under different real-life scenarios. © 2014 ieee.	ad hoc vehicular fog; cooperative intrusion detection; federated vehicles; internet of things (iot); internet of vehicles (iov); mobile-edge computing (mec); multiobjective optimization; offloading; resource management; security; vehicular fog federation; vehicular-edge computing (vec)	artificial intelligence; cloud computing; digital storage; energy utilization; fog; genetic algorithms; multiobjective optimization; vehicle to vehicle communications; vehicles; computational power; detection process; intelligent applications; multi-objective optimization models; processing costs; resourceconstrained devices; security attacks; vehicular networks; intrusion detection
an ensemble learning and fog-cloud architecture-driven cyber-attack detection framework for iomt networks	 	internet of medical things (iomt), an application of internet of things (iot), is addressing countless limitation of traditional health-care systems such as quality of patient care, healthcare costs, shortage of medical staff and inadequate medical supplies in an efficient manner. with the use of the iomt systems, there are unparalleled benefits that are enhancing the quality and efficiency of treatments and thereby are improving patients health. however, the 2018 ransomware cyber-attack on indiana hospital system exposed the critical fault-lines among iomt environment. the gravity and frequency of cyber-attacks are expanding at an alarming rate. motivated from aforementioned challenges, we propose an ensemble learning and fog-cloud architecture-driven cyber-attack detection framework for iomt networks. the ensemble design, combines decision tree, naive bayes, and random forest as first-level individual learners. in the next level, the classification results are used by xgboost for identifying normal and attack instances. second, for dynamic and heterogeneous networks such as iomt, fog, and cloud, we present a deployment architecture for the proposed framework as, software as a service (saas) in fog side and infrastructure as a service (iaas) in cloud side. further, most of the existing work is evaluated using kdd cup99 or nsl-kdd dataset. these datasets lack modern iomt-based attacks. therefore, the proposed model uses a realistic dataset namely, ton-iot which is collected from a heterogeneous and large-scale iot network. the experimental result shows that the proposed framework can achieve detection rate of 99.98%, accuracy of 96.35%, and can reduce false alarm rate up to 5.59%. © 2020 elsevier b.v.	cyber-attacks; ensemble learning; fog computing; internet of medical things (iomt); intrusion detection system (ids)	computer architecture; crime; decision trees; fog; fog computing; health care; heterogeneous networks; hospitals; infrastructure as a service (iaas); internet of things; large dataset; malware; network architecture; network security; classification results; cloud architectures; deployment architecture; ensemble learning; false alarm rate; health care costs; health-care system; internet of things (iot); software as a service (saas)
p2idf: a privacy-preserving based intrusion detection framework for software defined internet of things-fog (sdiot-fog)	 	the software defined internet of things-fog (sdiot-fog) has provided a new connectivity paradigm for effective service provisioning. sdiot-fog uses network resource virtualization to provide services to heterogeneous iot devices. however, data privacy, and security are the two major challenges that prevents faster realization of sdiot-based frameworks. motivated from the aforementioned challenges, we present a privacy-preserving based intrusion detection framework (p2idf) for protecting confidential data and to detect malicious instances in sdiot-fog network traffic. this framework has two key engines. firstly, a sparse autoencoder (sae)-based privacy-preservation engine is suggested that transforms original data into a new encoded form that avoids inference attacks. secondly, an intrusion detection engine is suggested that uses artificial neural network (ann) to train and evaluate the outcomes of the proposed privacy-preservation engine using an iot-based dataset named ton-iot. finally, experimental results showed that the proposed p2idf framework outperforms with some recent state-of-the-art frameworks in terms of detection rate, accuracy and precision score. © 2021 acm.	fog computing; internet of things (iot); intrusion detection system (ids); privacy-preservation; software defined networking (sdn)	engines; fog; fog computing; intrusion detection; neural networks; privacy by design; accuracy and precision; confidential data; inference attacks; network resource; network traffic; privacy preservation; privacy preserving; service provisioning; internet of things
security and privacy issues in fog computing for healthcare 4.0	 	fog computing is a new trending technology which adds on the capability and efficiency to cloud computing network as it is interposed between cloud and device. fog devices are able to compute large quantity of data locally, portable, and may be installed on heterogeneous system. it is significantly suitable for healthcare due to its real-time processing and event responses. such huge variety of traits emerges new security and privacy issues. in the field of healthcare, security poses additional challenges due to the secure transfer, arrival and access, availability of medical device. ultimately human well-being is the superior necessity. it has become more vulnerable due to its features like mobility, heterogeneity, decentralized and additional challenges sensitive health information records, interoperability of medical iot device. therefore, fog computing demands exclusive way for security and privacy measurements rather than existing measures for cloud computing. also, as the number of access point increases it is open for more vulnerability. implanted devices are more critical as if it is not properly secured, then they may put patient in a critical situation. this chapter discusses about basic security and privacy issues which state the need for security in fog-based medical devices. different possible attacks and threats are covered with the scenario of implanted medical device. security challenges for different segments of fog computing like device, network, and data have been discussed with in-depth analysis for security challenges, privacy, and trust issues in the relation of healthcare 4.0. © springer nature switzerland ag 2021.	attacks; blockchain; fog computing; intrusion detection system; privacy; threats	
identification of a malicious optical edge device in the sdn-based optical fog/cloud computing network	 	software-defined networking (sdn) and optical transmission are the most cost-effective technologies for implementing high-bandwidth-based communication in the fog/cloud computing environment. the passive optical network uses optical line terminals and optical network units as optical edge devices (oeds) to deliver fog/cloud-based services effectively. the security of such oeds is one of the key issues for successful implementation of fog/cloud computing over the sdn-based optical network. the main security challenge is to detect and prevent the malicious oed that transmitting abusing data-frames in the sdn-based optical fog/cloud computing network. an oed can be easily hacked by the attacker to launch intrusive attacks those affect the quality of service of the optical channel. in this paper, a secure framework is proposed for identifying malicious oed in the fog/cloud computing over the sdn-based optical network. it identifies the malicious oed and shifts it to the honeypot to mitigate and analyze the attack. it uses two-stage hidden markov model (hmm), intrusion detection system (ids)-based fog manager and an optical virtual honeypot device (ovhd). a two-stage hmm is effectively used to reduce the false alarms of ids in the identification of malicious oed and shifting it onto the ovhd. the ovhd is created in the sdn-based optical network by using the concept of free-available-resource and optical network virtualization. the proposed ovhd logs all malicious activities as well as attacker's path for preventing future attacks. in order to validate the proposed framework, the simulation of two-stage hmm is implemented in matlab and mitigation impacts of the internal attacks are studied by using ifogsim toolkit. the results show the effectiveness of the proposed framework. © 2018 walter de gruyter gmbh, berlin/boston 2018.	fog/cloud computing; markov model; optical network; optical network virtualization; optical virtual honeypot device.; software-defined networking (sdn)	cost effectiveness; fiber optic networks; fog; fog computing; hidden markov models; intrusion detection; light transmission; matlab; optical communication; passive optical networks; quality of service; software defined networking; virtualization; computing environments; cost-effective technology; honeypots; intrusion detection systems; markov model; network virtualization; optical line terminals; software defined networking (sdn); network security
a comparative study of techniques, datasets and performances for intrusion detection systems in iot	 	iot security is the area concerned with safeguarding connected systems. iot involves the set-up of various integrated devices. devices are identified with a unique identifier, and provided with the ability to transfer data over the network opens them up to several serious vulnerabilities, if not appropriately protected. an intrusion detection and prevention system (idps) plays a crucial part in discovering and preventing numerous attacks entering the network and provide an uncompromised secure system. the sheer volume of the sensors in a system comes with limitations such as interoperability, scalability, and storage, where security algorithms like ids couldn’t perform well as it requires a huge amount of labelled data for training, to detect intrusions and ascertain new attacks. fog computing plays a major role with a decentralized architecture allows iot devices to compute, make decisions, take actions, and push only relevant information to the cloud. data availability is closer and can act immediately for the sensitive information, which in turn helps the ids to perform well using artificial intelligence algorithm to detect and prevent various attacks. this paper categorizes the existing recent researches in iot intrusion detection systems using artificial intelligence and fog computing architecture in terms of technical constraints. © springer nature singapore pte ltd. 2021.	anomaly detection; deep learning; internet of things (iot); intrusion detection system (ids); machine learning	
iot-fog-cloud model for anomaly detection using improved naïve bayes and principal component analysis	 	internet of things (iot) is one of the significant emerging domains in computing. iot structures the base of future infrastructures, developing the advancement of future smart cities that are naturally moderate. however, iot is vulnerable to different cyber-attacks. the most critical issues of the iot are security and privacy. in this research, the integration of iot with cloud and fog computing can present an improved platform to support iot smart city applications. cloud computing can provide data storage at top-level management and fog computing can offer various services for supporting smart city applications based on iot. the integrated architecture of the iot-fog-cloud computing model is presented in this research. for the analysis based on network-based intrusion detection system (nids) anomaly detection, the improved naïve bayes (inb) classifier based on principal component analysis (pca) technique is proposed in this work. the unsw-nb15 dataset is used for the evaluation of the attack detection model. the pca technique is used to extract features of the dataset, and the inb classifier is used for the classification of attacks. this technique is proposed to enhance the efficiency of the anomaly detection and to improve the performance analysis in terms of accuracy, precision, recall, and detection rate. the inb-pca achieved 92.48% accuracy and 95.35% detection rate. © 2021, springer-verlag gmbh germany, part of springer nature.	anomaly detection; cloud computing; cyber-attacks; fog computing; improved naïve bayes; iot; principal component analysis; unsw-nb15 dataset	anomaly detection; barium compounds; classification (of information); computer crime; digital storage; fog; fog computing; information management; intrusion detection; network security; smart city; sodium compounds; storage as a service (staas); attack detection; emerging domains; integrated architecture; internet of things (iot); level management; network based intrusion detection systems; performance analysis; security and privacy; internet of things
accelerated neural intrusion detection for wireless sensor networks	 	wireless sensor networks (wsns) form an important layer of technology used in smart cities, intelligent transportation systems, industry, energy, agriculture 4.0, the internet of things, and, for example, fog and edge computing. cybernetic security of such systems is a major issue and efficient methods to improve their security and reliability are sought. intrusion detection systems (idss) automatically detect malicious network traffic, classify cybernetic attacks, and protect systems and their users. neural networks are used by a variety of intrusion detection systems. their efficient use in wsns requires both learning and optimization and very efficient implementation of the detection. in this work, the acceleration of a neural intrusion detection model, developed specifically for wireless sensor networks, is proposed, studied, and evaluated. © springer nature switzerland ag 2021.		agricultural robots; computer crime; intelligent networks; intelligent systems; intrusion detection; cybernetic attacks; efficient implementation; intelligent transportation systems; intrusion detection models; intrusion detection systems; network traffic; security and reliabilities; wireless sensor network (wsns); wireless sensor networks
privacy-preserving distributed ids using incremental learning for iot health systems	 	existing techniques for incremental learning are computationally expensive and produce duplicate features leading to higher false positive and true negative rates. we propose a novel privacy-preserving intrusion detection pipeline for distributed incremental learning. our pre-processing technique eliminates redundancies and selects unique features by following innovative extraction techniques. we use autoencoders with non-negativity constraints, which help us extract less redundant features. more importantly, the distributed intrusion detection model reduces the burden on the edge classifier and distributes the load among iot and edge devices. theoretical analysis and numerical experiments have shown lower space and time costs than state of the art techniques, with comparable classification accuracy. extensive experiments with standard data sets and real-time streaming iot traffic give encouraging results. ccby	data models; deep learning; deep learning; feature extraction; incremental learning; internet of things (iot); intrusion detection; intrusion detection system (ids); pre-processing; real-time systems; security; task analysis	intrusion detection; learning systems; network security; privacy by design; classification accuracy; distributed intrusion detection; extraction techniques; incremental learning; non-negativity constraints; numerical experiments; state-of-the-art techniques; true negative rates; internet of things
early dga-based botnet identification: pushing detection to the edges	 	with the first commercially available 5g infrastructures, worldwide’s attention is shifting to the next generation of theorised technologies that might be finally deployable. in this context, the cybersecurity of edge equipment and end-devices must be a top priority as botnets see their spread remarkably increase. most of them rely on algorithmically generated domain names (agds) to evade detection and remain shrouded from intrusion detection systems, via the so-called domain generation algorithm (dga). despite the issue, by applying concepts such as distributed computing and federated learning, the cybersecurity community has prototyped and developed dynamic and scalable solutions that leverage the increased capabilities and connectivity of edge devices. this article proposes a lightweight and privacy-preserving framework that pushes the intelligence modules to the edges aiming to achieve early dga-based botnet detection in mobile and edge-oriented scenarios. experimental results prove the deployability of such architecture at all levels, including resource-constrained end-devices. © 2021, springer science+business media, llc, part of springer nature.	5g; cybersecurity; domain generation algorithm (dga); edge artificial intelligence; federated learning; machine learning	botnet; intrusion detection; privacy by design; botnet detections; cyber security; deployability; domain names; generation algorithm; intrusion detection systems; privacy preserving; scalable solution; 5g mobile communication systems
collaborative intrusion detection system in cognitive smart city network (csc-net)	 	smart environment is about incorporating smart thinking in the environment and implementing the technical intervention that improvise the city's environment. artificial intelligence (ai) provides solutions in huge technological issues in various aspects of day-to-day life such as autonomous transportation, governance, healthcare, agriculture, maintenance, logistics, and education that are automated, managed, controlled, and accessed remotely with the aid of smart devices. cognitive computing is denoted as a next-generation ai-dependent method that gives human-computer interactions with personalized services that replicate manual behavior. simultaneously, massive data is generated from the applications of the smart city like smart transportation, retail industry, healthcare, and governance. it is necessary to obtain a reliable, sustainable, continuous, and secure framework in the cloud centralized infrastructure. in this research article, the authors proposed the architecture of cognitive smart city network (csc-net) that defines how data are collected from applications of smart city and scrutinized by cognitive computing. this research article predicts the mobile edge computing solution (mec) that permits node collaboration between internet of things (iot) devices for providing secure and reliable communication among smart devices and fog layer, conversely fog layer and cloud layer. this proposed work helps to reduce the excessive traffic flow in smart environment with the support of node to node communication protocols. collaborative-dependent intrusion detection system (c-ids) is proposed to solve the data security issues in fog and cloud layers. copyright © 2021, igi global. copying or distributing in print or electronic forms without written permission of igi global is prohibited.	artificial intelligence (ai); cognitive smart city network (csc-net); internet of things (iot); mobile edge computing solution (mec); smart environment	
video sensor security system in iot based on edge computing	 	security is the most urgent problem in big data of video sensor networks. a security protection system is designed to promote the security and privacy of big data in edge computing called video sensor security system. in the system, an intrusion detection model based on deep neural network is proposed and implemented to monitor the traffic as a passive defense of the sensing layer on edge computing platform edgex foundry. camera pattern noise is used as a credential for authentication as the active defense of the sensing layer. the camera will not access the edge network until passing intrusion detection model verification and authentication which ensures that unauthorized users will not be accessed to edgex foundry. in the double security protection, this security protection system has been proved to have good performance and high security. © 2020 ieee.	deep neural network; edge computing; intrusion detection system; pattern noise; video iot	authentication; big data; cameras; deep neural networks; edge computing; foundries; internet of things; intrusion detection; multilayer neural networks; privacy by design; security systems; sensor networks; signal processing; computing platform; intrusion detection models; security and privacy; security protection; security protection systems; unauthorized users; urgent problems; video-sensor networks; network security
anomaly detection in distribution power system based on a condition monitoring vector and ultra- short demand forecasting	 	this paper presents a proactive intrusion detection system (ids) for smart distribution power systems. the considered attack scenario is manipulation of the advanced measuring infrastructures (amis) readings and/or smart inverters data. these manipulated data from the grid edge devices mislead the grid operator for making proper operational planning decisions. in a stealthy attack model, where the attacker compromises significant number of these smart devices, serious demand-supply unbalance can occur that may result in major blackouts. the proposed ids is based on a condition monitoring vector (cmv) equipped with a learned ultra-short-term demand forecasting (ustdf) mechanism. this cybersecurity approach is able to verify smart devices readings. in the proposed method, the instantaneous difference of collected amis and other smart devices data with the ultra-short term forecasted demand is defined as the cmv. this vector probes a pre-defined error band for identifying the compromised smart devices. the learned ustdf mechanism is based on the distribution grid historical load profile and the temperature data for the goal area. an accurate multi-dimensional regression model is developed and learned for forecasting the load behavior in this area. finally, the suspicious areas are flagged or become separated from the main grid by the network operator based on the proposed cmv outcomes and the output of decision-making module. the proposed ids aims to enhance the cybersecurity of the smart devices at the grid-edge that plays major role in ensuring the resiliency of the grid. the theoretical analyses are verified by several case studies. © 2020 ieee.	ami; cybersecurity; intrusion detection system; smart inverters; smart meters	condition monitoring; decision making; electric impedance; forecasting; intrusion detection; network security; regression analysis; demand forecasting; distribution grid; distribution power systems; intrusion detection systems; multi dimensional; operational planning; short-term demand forecasting; temperature data; anomaly detection
dynamic orchestration of security services at fog nodes for 5g iot	 	fog computing is one of the edge computing paradigms that envisages being the proximate processing and storage infrastructure for a multitude of iot appliances. with its dynamic deployability as a medium level cloud service, fog nodes are enabling heterogeneous service provisioning infrastructure that features scalability, interoperability, and adaptability. out of the various 5g based services possible with the fog computing platforms, security services are imperative but minimally investigated direct live. thus, in this research, we are focused on launching security services in a fog node with an architecture capable of provisioning on-demand service requests. as the fog nodes are constrained on resources, our intention is to integrate light-weight virtualization technology such as docker for forming the service provisioning infrastructure. we managed to launch multiple security instances configured to be intrusion detection and prevention systems (idpss) on the fog infrastructure emulated via a raspberry pi-4 device. this environment was tested with multiple network flows to validate its feasibility. in our proposed architecture, orchestration strategies performed by the security orchestrator were stated as guidelines for achieving pragmatic, dynamic orchestration with fog in iot deployments. the results of this research guarantee the possibility of developing an ambient security service model that facilitates iot devices with enhanced security. © 2020 ieee.	fog nodes; idps; iot; orchestration; performance; scalability; security services	5g mobile communication systems; fog; fog computing; infrastructure as a service (iaas); interoperability; intrusion detection; memory architecture; network architecture; computing platform; heterogeneous services; intrusion detection and prevention systems; multiple securities; proposed architectures; service provisioning; storage infrastructure; virtualization technologies; internet of things
intrusion detection for smart home security based on data augmentation with edge computing	 	smart home is an indispensable part of internet of things(iot) owing to the prompt development and application of smart devices. however, the data collected from smart homes usually need to be processed by a cloud server, which means there is a risk of leaking the privacy of users during the transmission. in this situation, edge computing is considered to be an ideal platform for smart home, which enable data to be processed at edge nodes. unfortunately, because of unsecured wi-fi connection and smart devices, edge nodes also have the possibility to encounter malicious attacks. hence, in this paper, we designed an intrusion detection system (ids) to be deployed on edge nodes. we convert network traffic to images which are applied to train a convolutional neural network (cnn) to classify the categories of network traffic. furthermore, auxiliary classifier generative adversarial network (ac-gan) is adopted to generate synthesized samples to expand the intrusion detection dataset. we experiment on the unsw-nb15 dataset which contains substantial network traffic about the normal and anomalies. the proposed scheme is effective to minor categories of which precision could be improved 12%. besides, the precision can reach 96% in binary classification about normal and anomaly. © 2020 ieee.	data augmentation; edge computing; gan; intrusion detection; smart home	ambient intelligence; automation; classification (of information); convolutional neural networks; edge computing; intelligent buildings; internet of things; intrusion detection; adversarial networks; binary classification; data augmentation; development and applications; internet of things (iot); intrusion detection systems; malicious attack; wi-fi connections; network security
evaluation of centralised vs distributed collaborative intrusion detection systems in multi-access edge computing	 	with the rapid adoption of next generation networking architectures in 5g, like multi-access edge computing (mec), there is a shift in the core processing capabilities to the edge of the network. this helps facilitate higher bandwidth and ultra-low latency responses, but can increase the attack surface for cyber-attacks like denial of service (dos) and distributed denial of service (ddos). to safeguard these architectures without degrading performance, we require mechanisms capable of detecting these attacks in near-real time. collaborative intrusion detection systems (cids) are a popular choice for detecting sophisticated coordinated attacks in large complex networks, and a prime candidate for use in this context. however, finding the right cids deployment model is not straightforward, with each model presenting its own set of challenges like accuracy as well as network and computational overhead. in this paper, we focus on evaluating two cids models - a centralised vs a distributed approach using distributed hash tables (dhts), based on their detection accuracy, cpu and memory usage, and data transmission overhead. we assess each approach through experimentation with a real-world worm dataset to understand the complexities involved in developing an efficient intrusion detection solution for mec. © 2020 ifip.	5g; cybersecurity; dht; intrusion detection; multi-access edge computing	5g mobile communication systems; complex networks; coordination reactions; denial-of-service attack; edge computing; network architecture; network security; next generation networks; collaborative intrusion detection system; computational overheads; coordinated attack; detection accuracy; distributed approaches; distributed denial of service; distributed hash tables; next generation networking; intrusion detection
