Title	Link	Abstract	Author Keywords	Index Keywords
A Novel Ad-Hoc Mobile Edge Cloud Offering Security Services through Intelligent Resource-Aware Offloading	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071855533&doi=10.1109%2fTNSM.2019.2939221&partnerID=40&md5=2100edb4e2bf1ee68d9877b78cde8026	While the usage of smart devices is increasing, security attacks and malware affecting such terminals are briskly evolving as well. Mobile security suites exist to defend devices against malware and other intrusions. However, they require extensive resources not continuously available on mobile terminals, hence affecting their relevance, efficiency and sustainability. In this paper, we address the aforementioned problem while taking into account the devices limited resources such as energy and CPU usage as well as the mobile connectivity and latency. In this context, we propose an ad-hoc mobile edge cloud that takes advantage of Wi-Fi Direct as means of achieving connectivity, sharing resources, and integrating security services among nearby mobile devices. The proposed scheme embeds a multi-objective resource-aware optimization model and genetic-based solution that provide smart offloading decision based on dynamic profiling of contextual and statistical data from the ad-hoc mobile edge cloud devices. The carried experiments illustrate the relevance and efficiency of exchanging security services while maintaining their sustainability with or without the availability of Internet connection. Moreover, the results provide optimal offloading decision and distribution of security services while significantly reducing energy consumption, execution time, and number of selected computational nodes without sacrificing security. © 2004-2012 IEEE.	ad-hoc mobile edge cloud; cloud computing; edge computing; intrusion detection; mobile computing; resource-aware service offloading; security-as-a-service; Smart offloading; sustainable security services	Cloud computing; Edge computing; Energy utilization; Intrusion detection; Mobile computing; Sustainable development; Edge clouds; Resource aware; Security as a services; Security services; Smart Offloading; Malware
KingFisher: An industrial security framework based on variational autoencoders	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076608684&doi=10.1145%2f3362743.3362961&partnerID=40&md5=16f85c836eb506c45c3227a9d87aef37	The recent evolution of edge computing favored the Industrial Internet of Things (IIoT) growth, opening dangerous surfaces of vulnerabilities. In this distributed sensor system scenario, due to the insecure interactions between Information Technology (IT) and Operational Technology (OT) networks, cyber-physical threats could lead to destructive consequences for environments and population safety. To deal with industrial cyber-physical security, modern anomaly detection systems implement innovative Machine Learning (ML) techniques. Unfortunately, current solutions still fail to provide an effective prevention to complex industrial threats. In this paper, we present KingFisher, an Intrusion Detection System (IDS) framework based on ML. KingFisher is, to the best of our knowledge, the first solution that looks independently at IT and OT traffic, but also from sensors deployed to capture side-channel physical processes data (e.g., vibrations, background noise). Thanks to this feature, KingFisher can detect attacks that other systems would ignore. As our tests report, the correlation of inferred physical processes status with OT-network and IT-network data can give insights into suspicious and anomalous activities targeting industrial networks. For our framework, we use the Variational Autoencoders (VAEs), an unsupervised neural network model, to categorize data without a priori knowledge of the dataset.We evaluate the detection capabilities and performances of KingFisher in a proof of concept simulated industrial scenario under cyber-physical attacks. Our preliminary results show that KingFisher identifies attacks on both network and physical layers. © 2019 Association for Computing Machinery.	Anomaly Detection; Cyber-Physical System; Industrial Control System; Machine Learning; Security	Anomaly detection; Cyber Physical System; Embedded systems; Intrusion detection; Learning systems; Machine learning; Network layers; Network security; Side channel attack; Anomaly detection systems; Cyber-Physical securities; Distributed sensor system; Industrial control systems; Intrusion Detection Systems; Operational technologies; Security; Unsupervised neural networks; Computer crime
Towards security-as-a-service in multi-access edge	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076258223&doi=10.1145%2f3318216.3363335&partnerID=40&md5=e04d77f50062a666370be3f95263a6e5	The prevailing network security measures are often implemented on proprietary appliances that are deployed at fixed network locations with constant capacity. Such a rigid deployment is sometimes necessary, but undermines the flexibility of security services in meeting the demands of emerging applications, such as augmented/virtual reality, autonomous driving, and 5G for industry 4.0, which are provoked by the evolution of connected and smart devices, their heterogeneity, and integration with cloud and edge computing infrastructures. To loosen these rigid security deployments, in this paper, we propose a data-centric SECurity-as-a-Service (SECaaS) framework for elastic deployment and provisioning of security services at the Multi-Access Edge Computing (MEC) infrastructure. In particular, we discuss three security services that are suitable for edge deployment: (i) an intrusion detection and prevention system (IDPS), (ii) an access control enforcement system (ACE), and (iii) a communication anonymization service (CA). We benchmark the common security microservices along with the design and implementation of a proof of concept communication anonymization application. © 2019 Association for Computing Machinery.	Edge computing; Microservice; NDN; Security; Virtualization	5G mobile communication systems; Access control; Benchmarking; Edge computing; Intrusion detection; Virtualization; Access control enforcements; Augmented/virtual reality; Computing infrastructures; Design and implementations; Intrusion detection and prevention systems; Microservice; Security; Security as a services; Network security
Anomaly behavior analysis for fog nodes availability assurance in IoT applications	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082688457&doi=10.1109%2fAICCSA47632.2019.9035338&partnerID=40&md5=f32827ae1501d4282fb77831f79c9dc3	The Internet of Things (IoT) is the new trend to make devices interact among themselves. The IoT will connect not only computers and mobile devices, but also wearable devices, smart buildings, smart cities, electrical grids, and automobiles just to name few. IoT will lead to the development of a wide range of advanced information services that need to be processed in real-time and require large storage and computational power than can be provided by Cloud and Fog Computing. The integration of IoT with Cloud and Fog Computing make IoT capable of processing large-scale geo-distributed information. In any IoT application, communications are critical to deliver the required information to the end user, device or application, for instance to take actions during crisis events. However, IoT communication elements such as gateways or Fog nodes, will introduce major security challenges as they contribute to increase the attack surface, preventing the IoT to deliver accurate information. In this paper, we propose a methodology to develop an Intrusion Detection System (IDS) based on Anomaly Behavior Analysis (ABA) to detect when a Fog node has been compromised. The preliminary experimental results show that our proposed approach accurately detects known and unknown anomalies due to misuses or cyber-attacks, with high detection rate and low false alarms. © 2019 IEEE.	Anomaly Behavior Analysis; Cloud Computing; Fog Computing; Internet of Things; Intrusion Detection System	Availability; Cloud computing; Computer crime; Fog; Fog computing; Information services; Intrusion detection; Network security; Advanced information services; Behavior analysis; Computational power; Distributed information; High detection rate; Internet of thing (IOT); Intrusion Detection Systems; Security challenges; Internet of things
Machine Learning for Security at the IoT Edge-A Feasibility Study	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084111495&doi=10.1109%2fMASSW.2019.00009&partnerID=40&md5=b625569775d4ae8ea6ed7dc190dc0451	Benefits of edge computing include reduced latency and bandwidth savings, privacy-by-default and by-design in compliance with new privacy regulations that encourage sharing only the minimal amount of data. This creates a need for processing data locally rather than sending everything to a cloud environment and performing machine learning there. However, most IoT edge devices are resource-constrained in comparison and it is not evident whether current machine learning methods are directly employable on IoT edge devices. In this paper, we analyze the state-of-the-art machine learning (ML) algorithms for solving security problems (e.g. intrusion detection) at the edge. Starting from the characteristics and limitations of edge devices in IoT networks, we assess a selected set of commonly used ML algorithms based on four metrics: computation complexity, memory footprint, storage requirement and accuracy. We also compare the suitability of ML algorithms to different cybersecurity problems and discuss the possibility of utilizing these methods for use cases. © 2019 IEEE.	Artificial Intelligence; Edge; IoT; Machine Learning; Security	Data Sharing; Digital storage; Internet of things; Intrusion detection; Privacy by design; Cloud environments; Computation complexity; Feasibility studies; Machine learning methods; Privacy regulation; Reduced latencies; Security problems; Storage requirements; Machine learning
Real-Time Methodology for Improving Cyber Security in Internet of Things Using Edge Computing during Attack Threats	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080089899&doi=10.1109%2fICSSIT46314.2019.8987779&partnerID=40&md5=0237471b3f97d5d43c49fbcf8190739f	Internet of things is buzzing everywhere due to its applications in defense, military, schools, hospitals, homes, end users. Due to this its vast applications and services, a huge addition using context aware devices has been seen in development of some sectors of applications and services. This set of devices generate huge amount of data that needs quick and technically precise security mechanism to protect all the generated data along with associated services. Complex event processing is an evolving trend that analyses contiguous streams of data using real time analysis. In this research article, a system to detect distributed intrusion attacks is developed and the quality of fulfilment is evaluated using Raspberry Pi. The experimental study shows that the proposed mechanism can be used in IoT devices with least computation process and the used CEP is technically feasible resolution to enhance the performance of intrusion detection systems in detecting distributed intrusion attacks IoT environment. © 2019 IEEE.	CAD; CEP; Cybersecurity; DDoS; IDS; IoT	Computer aided design; Data streams; Edge computing; Intrusion detection; Military applications; Network security; Quality control; Complex event processing; Computation process; Context-aware devices; Cyber security; DDoS; Intrusion Detection Systems; Real time analysis; Security mechanism; Internet of things
Adaptive machine learning-based alarm reduction via edge computing for distributed intrusion detection systems	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059871551&doi=10.1002%2fcpe.5101&partnerID=40&md5=7636b60bc67c7344333bc9cc5b4deaeb	To protect assets and resources from being hacked, intrusion detection systems are widely implemented in organizations around the world. However, false alarms are one challenging issue for such systems, which would significantly degrade the effectiveness of detection and greatly increase the burden of analysis. To solve this problem, building an intelligent false alarm filter using machine learning classifiers is considered as one promising solution, where an appropriate algorithm can be selected in an adaptive way in order to maintain the filtration accuracy. By means of cloud computing, the task of adaptive algorithm selection can be offloaded to the cloud, whereas it could cause communication delay and increase additional burden. In this work, motivated by the advent of edge computing, we propose a framework to improve the intelligent false alarm reduction for DIDS based on edge computing devices. Our framework can provide energy efficiency as the data can be processed at the edge for shorter response time. The evaluation results demonstrate that our framework can help reduce the workload for the central server and the delay as compared to the similar studies. © 2019 John Wiley & Sons, Ltd.	distributed system; edge computing; intelligent false alarm filter; intrusion detection; machine learning	Adaptive algorithms; Artificial intelligence; Computer crime; Edge computing; Energy efficiency; Errors; Intrusion detection; Learning systems; Adaptive machine learning; Communication delays; Distributed intrusion detection systems; Distributed systems; False alarm reductions; False alarms; Filtration accuracies; Intrusion Detection Systems; Alarm systems
RAD-EI: A routing attack detection scheme for edge-based Internet of Things environment	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070692539&doi=10.1002%2fdac.4024&partnerID=40&md5=4f771c4e97a8830a2a08ba3e048d6974	Internet of Things (IoT) offers various types of application services in different domains, such as “smart infrastructure, health-care, critical infrastructure, and intelligent transportation system.” The name edge computing signifies a corner or edge in a network at which traffic enters or exits from the network. In edge computing, the data analysis task happens very close to the IoT smart sensors and devices. Edge computing can also speed up the analysis process, which allows decision makers to take action within a short duration of time. However, edge-based IoT environment has several security and privacy issues similar to those for the cloud-based IoT environment. Various types of attacks, such as “replay, man-in-the middle, impersonation, password guessing, routing attack, and other denial of service attacks” may be possible in edge-based IoT environment. The routing attacker nodes have the capability to deviate and disrupt the normal flow of traffic. These malicious nodes do not send packets (messages) to the edge node and only send packets to its neighbor collaborator attacker nodes. Therefore, in the presence of such kind of routing attack, edge node does not get the information or sometimes it gets the partial information. This further affects the overall performance of communication of edge-based IoT environment. In the presence of such an attack, the “throughput of the network” decreases, “end-to-end delay” increases, “packet delivery ratio” decreases, and other parameters also get affected. Consequently, it is important to provide solution for such kind of attack. In this paper, we design an intrusion detection scheme for the detection of routing attack in edge-based IoT environment called as RAD-EI. We simulate RAD-EI using the widely used “NS2 simulator” to measure different network parameters. Furthermore, we provide the security analysis of RAD-EI to prove its resilience against routing attacks. RAD-EI accomplishes around 95.0% “detection rate” and 1.23% “false positive rate” that are notably better than other related existing schemes. In addition, RAD-EI is efficient in terms of computation and communication costs. As a result, RAD-EI is a good match for some critical and sensitive applications, such as smart security and surveillance system. © 2019 John Wiley & Sons, Ltd.	edge computing; intrusion detection; IoT; NS2; routing attack; security	Authentication; Decision making; Denial-of-service attack; Edge computing; Intelligent systems; Intrusion detection; Network security; Security systems; Intelligent transportation systems; Internet of Things (IOT); Intrusion detection scheme; Routing attacks; security; Security and privacy issues; Security and surveillances; Sensitive application; Internet of things
FBAD: Fog-based Attack Detection for IoT Healthcare in Smart Cities	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080107146&doi=10.1109%2fUEMCON47517.2019.8992963&partnerID=40&md5=5040730f8a38a80e4fefc70754cfca8b	The number of zero-day attacks has been exponentially increasing due to a variety of heterogeneous Internet of Things (IoT) protocols. Many centralized-based techniques have been introduced to identify malicious activities in IoT environments. However, these techniques have suffered including a high latency to satisfy IoT requirements. This paper proposes a fog-based attack detection (FBAD) framework using an ensemble of online sequential extreme learning machine (EOS-ELM) for efficiently detecting malicious activities. We indicate a high-level view of the efficient proposed framework for deploying the distributed attack detection technique in fog computing due to high accuracy and low latency, as it is closer to the IoT devices at the network edge. Furthermore, we compare the performance of our framework with other existing approaches including ELM and OS-ELM. The results of the experiment demonstrate that distributed architecture outperforms centralized architecture in terms of the detection time and classification accuracy. © 2019 IEEE.	Cloud Computing; Fog Computing; Internet of Things (IoT); Machine Learning; Network-based Intrusion Detection System (NIDS); Smart Health	Cloud computing; Fog; Fog computing; Intrusion detection; Learning systems; Machine learning; Mobile telecommunication systems; Network architecture; Smart city; Ubiquitous computing; Centralized architecture; Classification accuracy; Distributed architecture; Distributed attack detection; Internet of Things (IOT); Malicious activities; Network based intrusion detection systems; Online sequential extreme learning machine; Internet of things
False data detection for fog and internet of things networks	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072783685&doi=10.3390%2fs19194235&partnerID=40&md5=d7dc8710c3b83b0512c31effc1a86c65	The Internet of Things (IoT) context brings new security issues due to billions of smart end-devices both interconnected in wireless networks and connected to the Internet by using different technologies. In this paper, we propose an attack-detection method, named Data Intrusion Detection System (DataIDS), based on real-time data analysis. As end devices are mainly resource constrained, Fog Computing (FC) is introduced to implement the DataIDS. FC increases storage, computation capabilities, and processing capabilities, allowing it to detect promptly an attack with respect to security solutions on the Cloud. This paper also considers an attack tree to model threats and vulnerabilities of Fog/IoT scenarios with heterogeneous devices and suggests countermeasure costs. We verify the performance of the proposed DataIDS, implementing a testbed with several devices that measure different physical quantities and by using standard data-gathering protocols. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.	Adaptive systems; Dynamic protection; Fault detection and diagnosis; Intelligence for embedded and cyber-physical systems; Internet of things; Security; Smart sensor networks	Adaptive systems; Digital storage; Embedded systems; Fault detection; Fog; Fog computing; Internet of things; Intrusion detection; Sensor networks; Smart sensors; Data gathering protocols; Dynamic protections; Fault detection and diagnosis; Internet of thing (IOT); Intrusion Detection Systems; Real time data analysis; Security; Threats and vulnerabilities; Network security
High-performance, platform-independent DDoS detection for IoT ecosystems	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080898307&doi=10.1109%2fLCN44214.2019.8990862&partnerID=40&md5=7247d9049fa26eff75d9cc0c8d292b80	Most Distributed Denial of Service (DDoS) detection and mitigation strategies for Internet of Things (IoT) are based on a remote cloud server or purpose-built middlebox executing complex intrusion detection methods, that impose stringent scalability and performance requirements on the IoT due to the vast amounts of traffic and devices to be handled. In this paper, we present an edge-based detection scheme using BPFabric, a high-speed, programmable data-plane switch architecture, and lightweight network functions to execute upstream anomaly detection. The proposed detection scheme ensures fast detection of DDoS attacks originated from IoT devices, while guaranteeing minimum resource usage and processing overhead. Our solution was compared against two widespread coarse-grained detection techniques, showing detection delays under 5ms, an overall accuracy of 93 - 95% and a bandwidth overhead of less than 1%. © 2019 IEEE.	Anomaly Detection; BPFabric; Data-plane Programmability; DDoS; Edge Computing; Internet of Things	Anomaly detection; Denial-of-service attack; Edge computing; Intrusion detection; Network security; BPFabric; DDoS; Distributed denial of service; Edge-based detections; Internet of Things (IOT); Intrusion detection method; Programmability; Scalability and performance; Internet of things
Review of the D2D trusted cooperative mechanism in mobile edge computing	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071116376&doi=10.3390%2finfo10080259&partnerID=40&md5=02f473c09b254446631a36afaf4e2af2	Mobile edge computing (MEC) effectively integrates wireless network and Internet technologies and adds computing, storage, and processing functions to the edge of cellular networks. This new network architecture model can deliver services directly from the cloud to the very edge of the network while providing the best efficiency in mobile networks. However, due to the dynamic, open, and collaborative nature of MEC network environments, network security issues have become increasingly complex. Devices cannot easily ensure obtaining satisfactory and safe services because of the numerous, dynamic, and collaborative character of MEC devices and the lack of trust between devices. The trusted cooperative mechanism can help solve this problem. In this paper, we analyze the MEC network structure and device-to-device (D2D) trusted cooperative mechanism and their challenging issues and then discuss and compare different ways to establish the D2D trusted cooperative relationship in MEC, such as social trust, reputation, authentication techniques, and intrusion detection. All these ways focus on enhancing the efficiency, stability, and security of MEC services in presenting trustworthy services. © 2019 by the authors.	Authentication techniques; D2D; Mobile edge computing; Reputation; Social trust; Trusted cooperative mechanism	Authentication; Dynamics; Edge computing; Efficiency; Intrusion detection; Mobile security; Mobile telecommunication systems; Network architecture; Wireless networks; Authentication techniques; Cooperative mechanisms; Cooperative relationships; Internet technology; Network environments; Network structures; Reputation; Social trust; Network security
DNS/DANE collision-based distributed and dynamic authentication for microservices in IoT	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070747644&doi=10.3390%2fs19153292&partnerID=40&md5=6e780cd8f7a07f82fdc3f32487dbd39d	IoT devices provide real-time data to a rich ecosystem of services and applications. The volume of data and the involved subscribe/notify signaling will likely become a challenge also for access and core networks. To alleviate the core of the network, other technologies like fog computing can be used. On the security side, designers of IoT low-cost devices and applications often reuse old versions of development frameworks and software components that contain vulnerabilities. Many server applications today are designed using microservice architectures where components are easier to update. Thus, IoT can benefit from deploying microservices in the fog as it offers the required flexibility for the main players of ubiquitous computing: nomadic users. In such deployments, IoT devices need the dynamic instantiation of microservices. IoT microservices require certificates so they can be accessed securely. Thus, every microservice instance may require a newly-created domain name and a certificate. The DNS-based Authentication of Named Entities (DANE) extension to Domain Name System Security Extensions (DNSSEC) allows linking a certificate to a given domain name. Thus, the combination of DNSSEC and DANE provides microservices’ clients with secure information regarding the domain name, IP address, and server certificate of a given microservice. However, IoT microservices may be short-lived since devices can move from one local fog to another, forcing DNSSEC servers to sign zones whenever new changes occur. Considering DNSSEC and DANE were designed to cope with static services, coping with IoT dynamic microservice instantiation can throttle the scalability in the fog. To overcome this limitation, this article proposes a solution that modifies the DNSSEC/DANE signature mechanism using chameleon signatures and defining a new soft delegation scheme. Chameleon signatures are signatures computed over a chameleon hash, which have a property: a secret trapdoor function can be used to compute collisions to the hash. Since the hash is maintained, the signature does not have to be computed again. In the soft delegation schema, DNS servers obtain a trapdoor that allows performing changes in a constrained zone without affecting normal DNS operation. In this way, a server can receive this soft delegation and modify the DNS zone to cope with frequent changes such as microservice dynamic instantiation. Changes in the soft delegated zone are much faster and do not require the intervention of the DNS primary servers of the zone. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.	Chameleon signatures; DANE; DNSSEC; IoT; Microservices	Application programs; Authentication; Computer software reusability; Fog; Fog computing; Internet protocols; Intrusion detection; Network security; Ubiquitous computing; Chameleon signatures; DANE; Development frameworks; DNSSEC; Microservices; Server applications; Services and applications; Software component; Internet of things; article; ecosystem; human; signal transduction; software
From back-of-the-envelope to informed estimation of edge computing benefits in minutes using castnet	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072937589&doi=10.1109%2fICFC.2019.00028&partnerID=40&md5=294658dce792b478c06448e97ef3638d	Multi-access Edge Computing (MEC) is emerging as the next evolution in computing infrastructure. However, the broad adoption of edge computing solutions is still lagging behind. We posit that a significant factor contributing to this trend is related to the challenges in evaluating the trade-offs offered by edge computing and answering a simple question: Will the edge investments be offset with commensurate gains in performance metrics such as improved application responsiveness or lower backhaul bandwidth costs? Existing simulation tools, developed for cloud computing and networking research, require a large amount of effort to be applied to the edge computing space. Their native abstractions and interfaces pose limitations in how such frameworks can be extended to allow for characterization and analysis of diverse edge computing use cases. Moreover, as we demonstrate, they can be slow, taking days, to provide insights. To address this gap, we develop Castnet - a fast, extensible, and easy-to-use framework for evaluating the benefits of MEC for different edge deployment models, configuration and functions. We demonstrate that Castnet leads to significant gains in the time-to-insight while achieving the same fidelity in the results as existing tools. We illustrate the utility of Castnet using two scenarios: an investigation of the impact of edge storage capacity for edge-based content caches, and the impact of edge location for an edge-based intrusion detection service. © 2019 IEEE.	Edge Cloud; Edge Computing; Edge Simulators	Economic and social effects; Edge computing; Intrusion detection; Investments; Location based services; Cloud computing and networkings; Computing infrastructures; Computing solutions; Deployment models; Edge clouds; Edge location; Performance metrics; Storage capacity; Fog computing
Securing connection between IT and OT: The Fog Intrusion Detection System prospective	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071533408&doi=10.1109%2fMETROI4.2019.8792884&partnerID=40&md5=816e8a504a4cc79b46fb649e57b76942	Industrial Control systems traditionally achieved security by using proprietary protocols to communicate in an isolated environment from the outside. This paradigm is changed with the advent of the Industrial Internet of Things that foresees flexible and interconnected systems. In this contribution, a device acting as a connection between the operational technology network and information technology network is proposed. The device is an intrusion detection system related to legacy systems that is able to collect and reporting data to and from industrial IoT devices. It is based on the common signature based intrusion detection system developed in the information technology domain, however, to cope with the constraints of the operation technology domain, it exploits anomaly based features. Specifically, it is able to analyze the traffic on the network at application layer by mean of deep packet inspection, parsing the information carried by the proprietary protocols. At a later stage, it collect and aggregate data from and to IoT domain. A simple set up is considered to prove the effectiveness of the approach. © 2019 IEEE.	Cybersecurity; Fog Computing; Industrial Informatics; Industrial Internet of Things; Intrusion Detection System; New Implementation Approaches	Computer crime; Data acquisition; Fog computing; Industrial informatics; Industry 4.0; Intrusion detection; Legacy systems; Network layers; Application layers; Cyber security; Deep packet inspection; Implementation approach; Industrial control systems; Intrusion Detection Systems; Operational technologies; Proprietary protocols; Internet of things
Intrusion detection for IoT devices based on RF fingerprinting using deep learning	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071661933&doi=10.1109%2fFMEC.2019.8795319&partnerID=40&md5=bd29f0d5095ab63fb89a5fb5461b6652	Internet of Things (IoT) and 4G/5G wireless networks have added huge number of devices and new services, where commercial-of-the-shelf (COTS) IoT devices have been deployed extensively. To ensure secure operations of these systems with wireless transmission capabilities, Radio Frequency (RF) surveillance is important to monitor their activities in RF spectrum and detect unauthorized IoT devices. Specifically, in order to prevent an adversary from impersonating legitimate users using identical devices from the same manufacturer, unique 'signatures' must be obtained for every individual device in order to uniquely identify each device. In this study, a novel intrusion detection method is proposed to detect unauthorized IoT devices using deep learning. The proposed method is based on RF fingerprinting since physical layer based features are device specific and more difficult to impersonate. RF traces are collected from six 'identical' ZigBee devices via a USRP based test bed. The traces span a range of Signal-to-Noise Ratio, to ensure robustness of the model. A convolutional neural network is used to extract features from the RF traces, and dimension reduction and de-correlation are performed on the extracted features. The reduced features are then clustered to identify IoT devices. We show that the proposed method is able to identify devices that are not observed during training. The results not only highlight the benefit of deep learning based feature extraction, but also show promising prospects for being able to distinguish new devices (classes) that are not observed during training. © 2019 IEEE.	Deep Learning; Internet of Things; RF fingerprinting; ZigBee	Deep learning; Edge computing; Intrusion detection; Network layers; Network security; Neural networks; Radio transmission; Signal to noise ratio; Zigbee; Commercial of the shelves; Convolutional neural network; Dimension reduction; Internet of Things (IOT); Intrusion detection method; Learning-based feature extractions; RF fingerprinting; Wireless transmissions; Internet of things
Investigating Characteristics of Attacks on Public Cloud Systems	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074168010&doi=10.1109%2fCSCloud%2fEdgeCom.2019.00-13&partnerID=40&md5=25373d96e862e0f0292fd821b0fb8584	In this work, honeypots were set up on several public cloud infrastructures of Amazon, Microsoft and Google located in different regions around the world, including North America, Asia and Europe. The honeypots, simulating different popular services like SSH and VNC, were used to collect data over a period of two month, resulting in over 170 million log entries. Further analysis of the log entries regarding attack patterns and geographic characteristics are presented in this paper. For example, the attacks originated from 216 countries involving 268,614 unique IPs, dominated by China with a share of 25.83% © 2019 IEEE.	attack; cloud computing; honeypot; intrusion detection; public cloud; security	Cloud computing; Edge computing; Network security; attack; Attack patterns; Geographic characteristics; Honeypots; MicroSoft; Public clouds; security; Intrusion detection
Low-Rate DoS Attack Detection Using PSD Based Entropy and Machine Learning	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074142814&doi=10.1109%2fCSCloud%2fEdgeCom.2019.00020&partnerID=40&md5=3f1ea977d12fde38841220e34141b469	The Distributed Denial of Service attack is one of the most common attacks and it is hard to mitigate, however, it has become more difficult while dealing with the Low-rate DoS (LDoS) attacks. The LDoS exploits the vulnerability of TCP congestion-control mechanism by sending malicious traffic at the low constant rate and influence the victim machine. Recently, machine learning approaches are applied to detect the complex DDoS attacks and improve the efficiency and robustness of the intrusion detection system. In this research, the algorithm is designed to balance the detection rate and its efficiency. The detection algorithm combines the Power Spectral Density (PSD) entropy function and Support Vector Machine to detect LDoS traffic from normal traffic. In our solution, the detection rate and efficiency are adjustable based on the parameter in the decision algorithm. To have high efficiency, the detection method will always detect the attacks by calculating PSD-entropy first and compare it with the two adaptive thresholds. The thresholds can efficiently filter nearly 19% of the samples with a high detection rate. To minimize the computational cost and look only for the patterns that are most relevant for detection, Support Vector Machine based machine learning model is applied to learn the traffic pattern and select appropriate features for detection algorithm. The experimental results show that the proposed approach can detect 99.19% of the LDoS attacks and has an O (n log n) time complexity in the best case. © 2019 IEEE.	DDoS; Entropy; Low-rate DDoS; Machine Learning; PSD; SVM	Edge computing; Efficiency; Entropy; Intrusion detection; Learning systems; Machine learning; Network security; Pattern recognition systems; Power spectral density; Signal detection; Spectral density; Support vector machines; Traffic congestion; DDoS; Distributed denial of service attack; Intrusion Detection Systems; Low rates; Machine learning approaches; Machine learning models; Power spectral densities (PSD); TCP congestion control mechanisms; Denial-of-service attack
VProVal: Introspection based process validation for detecting malware in KVM-based cloud environment	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071660883&doi=10.1109%2fFMEC.2019.8795365&partnerID=40&md5=8c9a7f6ca9792cd713118ebdeac0d646	In the modern era of computing, Cloud security is of paramount importance. Most of the research mainly focused on In-Virtual Machine (VM) security techniques for detecting malware affecting virtual domains running in the Cloud. In-VM security techniques are deployed inside the VM and hence they are very much prone to subversion attacks. In this paper, an-VM monitoring approach based on introspection, called vProVal, is proposed. The vProVal is designed to detect the hidden processes and rootkits that disable the security tool, running in the monitored VM in Kernel VM (KVM)-based cloud environment. It performs the malware detection from outside the VM at the KVM-layer and hence more robust to attacks. The introspection technique used is to extract the low-level details of a running VM from hypervisor by viewing its memory, trapping on hardware events, and accessing the vCPU registers. A preliminary analysis has been performed and the approach is found to be promising. © 2019 IEEE.	Cloud Computing; Cloud security; Introspection; Intrusion Detection; Machine Learning	Cloud computing; Edge computing; Intrusion detection; Learning systems; Malware; Virtual reality; Cloud environments; Cloud securities; Introspection; Malware detection; Monitoring approach; Preliminary analysis; Process validation; Security tools; Virtual machine
Scalable Poisoning against Regression-Type Edge Computing Applications via An Approximate Optimization Strategy	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087632564&doi=10.1109%2fINFOCOMWKSHPS47286.2019.9093771&partnerID=40&md5=e8449c33c8306fd76f2fe622b2f9c5ad	As the machine learning technology is being widely used in next-generation networks aided by edge computing, its security is of great concern for network maintenance and management. On the other hand, intelligent data processing techniques for enhancing the performance of next-generation networks are mainly used to reinforce resource management, control and optimization. Therefore, compared to learning a classifier for other application scenarios (e.g., pattern recognition, network intrusion detection, image identification, etc.), learning a good regressor via machine learning is more valuable for edge computing applications in next-generation networks. Hence, we revisit the security of polynomial regression learning in this paper and propose a scalable poisoning method against regression-type edge computing applications via an approximate optimization strategy. Specifically, we first analyze the existing gradientbased optimization poisoning method (called OptP) against linear regression model. Then, we extend the method and give a formal description of poisoning against polynomial regression with order greater than one. After that, we propose a greedy optimization strategy to obtain good adversarial examples for compromising polynomial regression-type applications. Finally, we demonstrate the superior performance of the proposed poisoning method by applying it to attack against two synthetic data sets and three public data sets from three different application scenarios. © 2019 IEEE.		Edge computing; Information management; Intrusion detection; Logistic regression; Machine learning; Next generation networks; Pattern recognition; Polynomials; Approximate optimization; Computing applications; Control and optimization; Gradient-based optimization; Intelligent data processing; Linear regression models; Machine learning technology; Network intrusion detection; Polynomial regression
